interactionId,sentence,entities,interaction,relationship
BioInfer_d686,The results clearly showed that the mutated cofilin possessing KTLKK instead of KKRKK did not translocate into the nuclei in response to heat shock whereas a recombinant cofilin with the unaltered sequence of KKRKK responded to heat shock and formed intranuclear rods together with actin.,"[('T1', 'Individual_protein', 'cofilin', (170, 177)), ('T3', 'Individual_protein', 'actin', (282, 287)), ('T2', 'Gene/protein/RNA', 'cofilin', (44, 51))]","{'R1': ('T1', 'T3')}",1
BioInfer_d121,"By this method, it was shown that four of these large RNA species are polycistronic transcripts containing sequences from two genes: one species contains nucleocapsid protein (NP) and phosphoprotein (P) gene sequences; another, P and membrane protein (M) gene sequences; another, M and fusion protein (F0) gene sequences; and another, F0 and hemagglutinin-neuraminidase protein (HN) gene sequences.","[('T1', 'Gene/protein/RNA', 'P', (228, 229)), ('T3', 'Gene/protein/RNA', 'M', (280, 281)), ('T2', 'Individual_protein', 'nucleocapsid protein', (154, 174)), ('T6', 'Gene/protein/RNA', 'F0', (335, 337)), ('T7', 'Individual_protein', 'M', (252, 253)), ('T4', 'Individual_protein', 'phosphoprotein', (184, 198)), ('T5', 'Individual_protein', 'NP', (176, 178)), ('T10', 'Individual_protein', 'F0', (302, 304)), ('T11', 'Individual_protein', 'fusion protein', (286, 300)), ('T12', 'Individual_protein', 'HN', (379, 381)), ('T8', 'Individual_protein', 'P', (200, 201)), ('T13', 'Individual_protein', 'hemagglutinin-neuraminidase protein', (342, 377)), ('T9', 'Individual_protein', 'membrane protein', (234, 250))]",{},0
BioInfer_d657,"p27 binds to and inhibits complexes formed by cyclin E-cdk2, cyclin A-cdk2, and cyclin D-cdk4.","[('T6', 'Individual_protein', 'cdk2', (55, 59)), ('T7', 'Individual_protein', 'p27', (0, 3)), ('T4', 'Individual_protein', 'cdk2', (70, 74)), ('T5', 'Individual_protein', 'cdk4', (89, 93)), ('T1', 'Individual_protein', 'cyclin E', (46, 54)), ('T3', 'Individual_protein', 'cyclin D', (80, 88)), ('T2', 'Individual_protein', 'cyclin A', (61, 69))]","{'R1': ('T1', 'T6'), 'R2': ('T1', 'T7'), 'R3': ('T2', 'T4'), 'R4': ('T2', 'T7'), 'R5': ('T3', 'T5'), 'R6': ('T3', 'T7'), 'R7': ('T4', 'T7'), 'R8': ('T5', 'T7'), 'R9': ('T6', 'T7')}",1
BioInfer_d236,"Hence, we conclude that in its dimeric form, which is used in actin and lipid binding, talin is a dumbbell-shaped molecule built of two antiparallel subunits.
The talin dimer, which is crucial for actin and lipid binding, is built of a backbone containing the 200 kDa rod portions, at both ends of which a 47 kDa globular domain is attached.","[('T4', 'Individual_protein', 'actin', (197, 202)), ('T1', 'Individual_protein', 'actin', (62, 67)), ('T3', 'Individual_protein', 'talin', (163, 168)), ('T2', 'Individual_protein', 'talin', (87, 92))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4')}",1
BioInfer_d591,"The cellular morphological changes were analyzed and correlated with the distribution of cell-substratum contacts viewed by confocal images obtained after immunostaining with antibodies raised against the fibronectin receptor, talin, vinculin and actin.","[('T4', 'Gene/protein/RNA', 'talin', (227, 232)), ('T1', 'Gene/protein/RNA', 'vinculin', (234, 242)), ('T3', 'Gene/protein/RNA', 'actin', (247, 252)), ('T2', 'Gene/protein/RNA', 'fibronectin receptor', (205, 225))]",{},0
BioInfer_d418,"Membranous staining and concomitant cytoplasmic localization of E-cadherin, alpha-catenin and gamma-catenin were seen in one case with abnormal beta-catenin immunoreactivity.","[('T4', 'Gene/protein/RNA', 'beta-catenin', (144, 156)), ('T1', 'Individual_protein', 'gamma-catenin', (94, 107)), ('T3', 'Individual_protein', 'E-cadherin', (64, 74)), ('T2', 'Individual_protein', 'alpha-catenin', (76, 89))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T2', 'T3')}",1
BioInfer_d547,"Specific interaction between the nucleocapsid protein (N) and the phosphoprotein (P) of vesicular stomatitis virus (VSV), an important step in the life-cycle of the virus, was studied by using a two-hybrid system.","[('T4', 'Individual_protein', 'N', (55, 56)), ('T1', 'Individual_protein', 'P', (82, 83)), ('T3', 'Individual_protein', 'nucleocapsid protein', (33, 53)), ('T2', 'Individual_protein', 'phosphoprotein', (66, 80))]","{'R1': ('T1', 'T3'), 'R2': ('T1', 'T4'), 'R3': ('T2', 'T3'), 'R4': ('T2', 'T4')}",1
BioInfer_d126,"Calorimetric data show ternary complex formation between talin, vinculin, and actin.","[('T1', 'Individual_protein', 'actin', (78, 83)), ('T3', 'Individual_protein', 'talin', (57, 62)), ('T2', 'Individual_protein', 'vinculin', (64, 72))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T2', 'T3')}",1
BioInfer_d681,"There are three histone H3 genes, two of which are identical; four histone H2a genes, two of which are identical, one histone H4 gene; and two histone H2b genes.
These histone H3 and H2a genes encode approximately 40% of the total H3 and H2a mRNA, whereas the histone H4 and histone H2b genes encode &lt; 10% of the total H4 and H2b mRNA.","[('T1', 'Individual_protein', 'H3', (24, 26)), ('T3', 'Protein_family_or_group', 'histone', (118, 125)), ('T2', 'Protein_family_or_group', 'histone', (16, 23)), ('T6', 'Individual_protein', 'H4', (126, 128)), ('T7', 'Individual_protein', 'H2a', (75, 78)), ('T4', 'Protein_family_or_group', 'histone', (67, 74)), ('T5', 'Protein_family_or_group', 'histone', (143, 150)), ('T10', 'Individual_protein', 'H2b', (326, 329)), ('T11', 'Individual_protein', 'H2b', (283, 286)), ('T12', 'Protein_family_or_group', 'histone', (260, 267)), ('T8', 'Individual_protein', 'H2b', (151, 154)), ('T13', 'Individual_protein', 'H4', (268, 270)), ('T14', 'Individual_protein', 'H3', (176, 178)), ('T9', 'Individual_protein', 'H2a', (238, 241)), ('T15', 'Individual_protein', 'H2a', (183, 186)), ('T16', 'Individual_protein', 'H4', (319, 321)), ('T17', 'Protein_family_or_group', 'histone', (168, 175)), ('T18', 'Individual_protein', 'H3', (231, 233)), ('T19', 'Protein_family_or_group', 'histone', (275, 282))]","{'R1': ('T1', 'T2'), 'R10': ('T1', 'T1'), 'R11': ('T1', 'T1'), 'R12': ('T1', 'T1'), 'R2': ('T3', 'T6'), 'R3': ('T4', 'T7'), 'R4': ('T5', 'T8'), 'R5': ('T9', 'T1'), 'R6': ('T1', 'T1'), 'R7': ('T1', 'T1'), 'R8': ('T1', 'T1'), 'R9': ('T1', 'T1')}",1
BioInfer_d650,"The mutants ranged in affinity, from those that only weakly affected polymerization of actin to one that bound actin more strongly than wild-type profilin.
The role of profilin in actin polymerization and nucleotide exchange.
With profilins, whose sequestering activity was low, the concentration of free actin monomers observed at steady-state of polymerization [Afree], was close to that seen with actin alone ([Acc], critical concentration of polymerization).","[('T6', 'Gene/protein/RNA', 'profilins', (231, 240)), ('T7', 'Gene/protein/RNA', 'actin', (400, 405)), ('T4', 'Individual_protein', 'actin', (180, 185)), ('T5', 'Individual_protein', 'profilin', (168, 176)), ('T8', 'Gene/protein/RNA', 'actin', (305, 310)), ('T1', 'Individual_protein', 'profilin', (146, 154)), ('T3', 'Individual_protein', 'actin', (111, 116)), ('T2', 'Gene/protein/RNA', 'actin', (87, 92))]","{'R1': ('T1', 'T3'), 'R2': ('T4', 'T5')}",1
BioInfer_d596,"The comparison of E-CD proteins synthesized by E62 and E24 cell lines revealed no structural or functional differences because both localized at cell-cell contacts and associated with alpha-catenin, beta-catenin, and plakoglobin.","[('T4', 'Individual_protein', 'alpha-catenin', (184, 197)), ('T1', 'Individual_protein', 'E-CD', (18, 22)), ('T3', 'Individual_protein', 'beta-catenin', (199, 211)), ('T2', 'Individual_protein', 'plakoglobin', (217, 228))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T1', 'T4')}",1
BioInfer_d231,Genetic analysis suggested that this phenotype was due to msh6-F337A sequestering MSH2 and preventing it from interacting with MSH3 and MSH6.,"[('T4', 'Individual_protein', 'MSH2', (82, 86)), ('T1', 'Individual_protein', 'msh6-F337A', (58, 68)), ('T3', 'Gene', 'MSH3', (127, 131)), ('T2', 'Gene', 'MSH6', (136, 140))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T1', 'T4'), 'R4': ('T2', 'T4'), 'R5': ('T3', 'T4')}",1
BioInfer_d708,"These results indicate that (i) cotranslational assembly of myosin heavy chains is developmentally regulated, (ii) structures containing actin and not microtubules may mediate initial association of the heavy chains with the cytoskeleton, and (iii) the site of translation dictates where a significant fraction of the heavy chains will be inserted into the cytoskeleton.","[('T1', 'Individual_protein', 'myosin heavy chains', (60, 79)), ('T2', 'Individual_protein', 'actin', (137, 142))]","{'R1': ('T1', 'T2')}",1
BioInfer_d369,"In their cytoplasmic region, some of these receptors share a conserved sequence motif - the 'death domain' - which is required for transduction of the apoptotic signal by recruiting other death-domain-containing adaptor molecules like the Fas-associated protein FADD/MORT1 or the TNF receptor-associated protein TRADD [2-4].","[('T4', 'Individual_protein', 'MORT1', (267, 272)), ('T5', 'Individual_protein', 'FADD', (262, 266)), ('T1', 'Individual_protein', 'Fas', (239, 242)), ('T3', 'Individual_protein', 'TNF receptor', (280, 292)), ('T2', 'Individual_protein', 'TRADD', (312, 317))]","{'R1': ('T1', 'T4'), 'R2': ('T1', 'T5'), 'R3': ('T2', 'T3')}",1
BioInfer_d774,Transfection of alpha-catenin-deficient colon carcinoma cells recruited E-cadherin and beta-catenin to cell-cell contacts and functional cadherin-mediated cell-cell adhesion was restored in this way.,"[('T4', 'Gene/protein/RNA', 'E-cadherin', (72, 82)), ('T1', 'Gene/protein/RNA', 'beta-catenin', (87, 99)), ('T3', 'Gene/protein/RNA', 'cadherin', (137, 145)), ('T2', 'Gene/protein/RNA', 'alpha-catenin', (16, 29))]",{},0
BioInfer_d57,"Analysis of the formation of the calf spleen complex in the presence of varying concentrations of divalent cations gave evidence for the presence of a high-affinity divalent-cation-binding site on the spleen actin (beta, gamma) which appears to regulate the interaction with profilin.
The interaction between calf spleen profilin and actin depends critically on the status of the C-terminus of the actin, and in the case of profilin, the C-terminus is of great importance for the physiochemical behaviour of the protein.","[('T6', 'Individual_protein', 'spleen', (314, 320)), ('T7', 'Individual_protein', 'spleen profilin', (314, 329)), ('T4', 'Gene/protein/RNA', 'profilin', (424, 432)), ('T5', 'Individual_protein', 'actin', (398, 403)), ('T1', 'Individual_protein', 'profilin', (275, 283)), ('T3', 'Individual_protein', 'spleen actin', (201, 213)), ('T2', 'Individual_protein', 'spleen actin', (201, 213))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T5', 'T6'), 'R4': ('T5', 'T7'), 'R5': ('T6', 'T7')}",1
BioInfer_d315,"In addition, we have demonstrated that increased gene dosage of either SIR1 or SIR4, two other factors required for silencing, suppresses the silencing defect of the rap1 mutants.","[('T1', 'Individual_protein', 'SIR4', (79, 83)), ('T3', 'Individual_protein', 'SIR1', (71, 75)), ('T2', 'Gene', 'rap1', (166, 170))]","{'R1': ('T1', 'T2'), 'R2': ('T2', 'T3')}",1
BioInfer_d811,"We have established an MSH3-deficient HHUA/chr.2 cell line by introducing human chromosome 2, which carries wild-type MSH6 and MSH2 genes, to HHUA cells.","[('T1', 'Gene/protein/RNA', 'MSH2', (127, 131)), ('T3', 'Gene/protein/RNA', 'MSH6', (118, 122)), ('T2', 'Gene/protein/RNA', 'MSH3', (23, 27))]",{},0
BioInfer_d463,"One such protein is the yeast actin-binding protein Sac6p, which is homologous to vertebrate fimbrin (Adams, A. E. M., D. Botstein, and D. G. Drubin. 1991. Nature (Lond.). 354:404-408.).","[('T1', 'Protein_family_or_group', 'actin-binding protein', (30, 51)), ('T3', 'Individual_protein', 'fimbrin', (93, 100)), ('T2', 'Individual_protein', 'Sac6p', (52, 57))]","{'R1': ('T1', 'T2'), 'R2': ('T2', 'T3')}",1
BioInfer_d86,At least one element of the actin-binding region of human profilin is an alpha-helix.,"[('T1', 'Individual_protein', 'profilin', (58, 66)), ('T2', 'Individual_protein', 'actin', (28, 33))]","{'R1': ('T1', 'T2')}",1
BioInfer_d549,Spontaneous and mitomycin C-induced SCE levels were significantly reduced for chicken DT40 B cells lacking the key HR genes RAD51 and RAD54 but not for nonhomologous DNA end-joining (NHEJ)-defective KU70(-/-) cells.,"[('T1', 'Gene/protein/RNA', 'RAD51', (124, 129)), ('T2', 'Gene/protein/RNA', 'RAD54', (134, 139))]",{},0
BioInfer_d128,"Cardiac hypertrophy and the steady state level of the ""fetal"" genes, ANP, alpha-skeletal actin (alpha-skA), and beta myosin heavy chain (beta-MHC) mRNAs were assessed.","[('T4', 'Gene/protein/RNA', 'ANP', (69, 72)), ('T5', 'Individual_protein', 'alpha-skA', (96, 105)), ('T1', 'Individual_protein', 'beta-MHC', (137, 145)), ('T3', 'Individual_protein', 'beta myosin heavy chain', (112, 135)), ('T2', 'Individual_protein', 'alpha-skeletal actin', (74, 94))]",{},0
BioInfer_d598,"The contents of myosin heavy chain, myosin light chain 2, actin, troponin-I in 125-week-old rats decreased compared with those of 12-week-old rats.","[('T4', 'Gene/protein/RNA', 'myosin heavy chain', (16, 34)), ('T1', 'Gene/protein/RNA', 'troponin-I', (65, 75)), ('T3', 'Gene/protein/RNA', 'actin', (58, 63)), ('T2', 'Gene/protein/RNA', 'myosin light chain 2', (36, 56))]",{},0
BioInfer_d706,"The sequences of the predicted HMP-1, HMP-2, and HMR-1 proteins are related to the cell adhesion proteins alpha-catenin, beta-catenin/Armadillo, and classical cadherin, respectively.","[('T6', 'Individual_protein', 'HMR-1', (49, 54)), ('T7', 'Individual_protein', 'Armadillo', (134, 143)), ('T4', 'Individual_protein', 'classical cadherin', (149, 167)), ('T5', 'Individual_protein', 'HMP-2', (38, 43)), ('T8', 'Individual_protein', 'HMP-1', (31, 36)), ('T1', 'Individual_protein', 'beta-catenin', (121, 133)), ('T3', 'Individual_protein', 'alpha-catenin', (106, 119)), ('T2', 'Protein_family_or_group', 'cell adhesion proteins', (83, 105))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T5'), 'R3': ('T2', 'T3'), 'R4': ('T2', 'T4'), 'R5': ('T2', 'T7'), 'R6': ('T3', 'T8'), 'R7': ('T4', 'T6'), 'R8': ('T5', 'T7')}",1
BioInfer_d367,"In the cytoplasm, HBx was shown to stimulate the Ras-Raf-mitogen-activated protein kinase (MAP kinase) cascade, which is essential for activation of transcription factor AP-1.","[('T6', 'Individual_protein', 'Raf', (53, 56)), ('T4', 'Individual_protein', 'AP-1', (170, 174)), ('T5', 'Individual_protein', 'mitogen-activated protein kinase', (57, 89)), ('T1', 'Individual_protein', 'Ras', (49, 52)), ('T3', 'Individual_protein', 'HBx', (18, 21)), ('T2', 'Individual_protein', 'MAP kinase', (91, 101))]","{'R1': ('T1', 'T2'), 'R10': ('T5', 'T6'), 'R2': ('T1', 'T4'), 'R3': ('T1', 'T5'), 'R4': ('T1', 'T6'), 'R5': ('T2', 'T4'), 'R6': ('T2', 'T5'), 'R7': ('T2', 'T6'), 'R8': ('T4', 'T5'), 'R9': ('T4', 'T6')}",1
BioInfer_d25,"Adherens junction proteins (N-cadherin, E-cadherin, alpha-catenin, beta-catenin, plakoglobin, and actin) and the proliferation marker Ki-67 were localized in the cultures by fluorescence microscopy, and in vitro wound healing was compared.","[('T6', 'Gene/protein/RNA', 'actin', (98, 103)), ('T7', 'Gene/protein/RNA', 'beta-catenin', (67, 79)), ('T4', 'Gene/protein/RNA', 'N-cadherin', (28, 38)), ('T5', 'Gene/protein/RNA', 'Ki-67', (134, 139)), ('T1', 'Gene/protein/RNA', 'plakoglobin', (81, 92)), ('T3', 'Gene/protein/RNA', 'alpha-catenin', (52, 65)), ('T2', 'Gene/protein/RNA', 'E-cadherin', (40, 50))]",{},0
BioInfer_d411,"Mammalian homologues of two important yeast genes involved in DNA double-strand break repair and recombination, RAD51 and RAD54, have been isolated.","[('T1', 'Gene/protein/RNA', 'RAD54', (122, 127)), ('T2', 'Gene/protein/RNA', 'RAD51', (112, 117))]",{},0
BioInfer_d292,"Immunohistochemical investigation of actin-anchoring proteins vinculin, talin and paxillin in rat brain following lesion: a moderate reaction, confined to the astroglia of brain tracts.","[('T4', 'Individual_protein', 'vinculin', (62, 70)), ('T1', 'Individual_protein', 'actin', (37, 42)), ('T3', 'Individual_protein', 'talin', (72, 77)), ('T2', 'Individual_protein', 'paxillin', (82, 90))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T1', 'T4')}",1
BioInfer_d535,"Several lines of evidence show that the profilins fully renature after removal of the urea by dialysis: 1) dialyzed Acanthamoeba and human profilins rebind quantitatively to poly-L-proline and bind to actin in the same way as native, conventionally purified profilin without urea treatment; 2) dialyzed profilins form 3-D crystals under the same conditions as native profilins; 3) dialyzed Acanthamoeba profilin-I has an NMR spectrum identical with that of native profilin-I; and 4) dialyzed human and Acanthamoeba profilins inhibit actin polymerization.","[('T6', 'Individual_protein', 'profilin-I', (464, 474)), ('T7', 'Individual_protein', 'profilins', (515, 524)), ('T4', 'Individual_protein', 'actin', (201, 206)), ('T10', 'Individual_protein', 'actin', (533, 538)), ('T5', 'Individual_protein', 'profilins', (303, 312)), ('T8', 'Individual_protein', 'profilin-I', (403, 413)), ('T9', 'Individual_protein', 'profilins', (139, 148)), ('T1', 'Individual_protein', 'profilins', (367, 376)), ('T3', 'Gene/protein/RNA', 'profilins', (40, 49)), ('T2', 'Individual_protein', 'profilin', (258, 266))]","{'R1': ('T1', 'T5'), 'R2': ('T2', 'T4'), 'R3': ('T4', 'T9'), 'R4': ('T6', 'T8'), 'R5': ('T7', 'T1')}",1
